Name,Accession,Start,Stop,Strand,GeneID,Locus,Locustag,Proteinproduct,Length,ProteinName
chromosome,NC_008596.1,1583100,1584137,+,,,MSMEG_RS07285,WP_014877088.1,345,histidinol-phosphate aminotransferase family protein
chromosome,NC_008596.1,1584173,1584694,+,,,MSMEG_RS07290,WP_003892879.1,173,MarR family transcriptional regulator
chromosome,NC_008596.1,1584746,1585987,-,,,MSMEG_RS07295,WP_011727698.1,413,GAF domain-containing sensor histidine kinase
chromosome,NC_008596.1,1585984,1586646,-,,,MSMEG_RS07300,WP_011727699.1,220,response regulator transcription factor
chromosome,NC_008596.1,1586763,1587569,+,,,MSMEG_RS07305,WP_029104565.1,268,haloacid dehalogenase
chromosome,NC_008596.1,1587649,1588521,-,,mmsB,MSMEG_RS07310,WP_011727701.1,290,3-hydroxyisobutyrate dehydrogenase
chromosome,NC_008596.1,1588538,1589725,-,,,MSMEG_RS07315,WP_011727702.1,395,isobutyryl-CoA dehydrogenase
chromosome,NC_008596.1,1589732,1591252,-,,,MSMEG_RS07320,WP_011727703.1,506,CoA-acylating methylmalonate-semialdehyde dehydrogenase
chromosome,NC_008596.1,1591424,1592929,+,,,MSMEG_RS07325,WP_011727704.1,501,FAD-dependent monooxygenase
chromosome,NC_008596.1,1592926,1593525,+,,,MSMEG_RS07330,WP_003892887.1,199,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,1593607,1594473,+,,,MSMEG_RS07335,WP_029104564.1,288,SAM-dependent methyltransferase
chromosome,NC_008596.1,1594515,1595402,+,,,MSMEG_RS07340,WP_162139527.1,295,ABC transporter ATP-binding protein
chromosome,NC_008596.1,1595399,1596112,+,,,MSMEG_RS07345,WP_011727707.1,237,multidrug ABC transporter permease
chromosome,NC_008596.1,1596109,1596867,+,,,MSMEG_RS07350,WP_011727708.1,252,multidrug ABC transporter permease
chromosome,NC_008596.1,1596886,1597764,-,,,MSMEG_RS07355,WP_011727709.1,292,EamA family transporter
chromosome,NC_008596.1,1597761,1598429,-,,,MSMEG_RS07360,WP_011727710.1,222,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,1598476,1599585,+,,,MSMEG_RS07365,WP_011727711.1,369,P1 family peptidase
chromosome,NC_008596.1,1599585,1601009,+,,,MSMEG_RS07370,WP_003892896.1,474,APC family permease
chromosome,NC_008596.1,1601016,1601612,-,,,MSMEG_RS07375,WP_011727712.1,198,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,1601665,1602363,+,,,MSMEG_RS07380,WP_011727713.1,232,nitroreductase family protein
chromosome,NC_008596.1,1602360,1602965,-,,,MSMEG_RS07385,WP_011727714.1,201,"dTDP-4-dehydrorhamnose 3,5-epimerase"
chromosome,NC_008596.1,1602962,1603957,-,,rfbB,MSMEG_RS07390,WP_003892900.1,331,"dTDP-glucose 4,6-dehydratase"
chromosome,NC_008596.1,1603984,1604835,-,,,MSMEG_RS07395,WP_011727715.1,283,LLM class F420-dependent oxidoreductase
chromosome,NC_008596.1,1604864,1605718,-,,,MSMEG_RS07400,WP_014877094.1,284,LLM class F420-dependent oxidoreductase
chromosome,NC_008596.1,1605862,1607334,-,,,MSMEG_RS07405,WP_003892903.1,490,ATP-binding protein
chromosome,NC_008596.1,1607344,1609035,-,,,MSMEG_RS07410,WP_014877095.1,563,FAD-dependent oxidoreductase
chromosome,NC_008596.1,1609139,1610719,-,,,MSMEG_RS07415,WP_011727717.1,526,flotillin family protein
chromosome,NC_008596.1,1610744,1611241,-,,,MSMEG_RS07420,WP_011727718.1,165,hypothetical protein
chromosome,NC_008596.1,1611597,1611818,+,,infA,MSMEG_RS07425,WP_003886926.1,73,MULTISPECIES: translation initiation factor IF-1
chromosome,NC_008596.1,1611901,1612014,+,,rpmJ,MSMEG_RS07430,WP_003879483.1,37,MULTISPECIES: 50S ribosomal protein L36
chromosome,NC_008596.1,1612201,1612575,+,,rpsM,MSMEG_RS07435,WP_004571523.1,124,MULTISPECIES: 30S ribosomal protein S13
chromosome,NC_008596.1,1612581,1612997,+,,rpsK,MSMEG_RS07440,WP_003892910.1,138,30S ribosomal protein S11
chromosome,NC_008596.1,1613023,1613628,+,,rpsD,MSMEG_RS07445,WP_003892911.1,201,30S ribosomal protein S4
chromosome,NC_008596.1,1613721,1614773,+,,,MSMEG_RS07450,WP_003892912.1,350,DNA-directed RNA polymerase subunit alpha
chromosome,NC_008596.1,1614848,1615447,+,,rplQ,MSMEG_RS07455,WP_011727719.1,199,50S ribosomal protein L17
chromosome,NC_008596.1,1615467,1616342,+,,truA,MSMEG_RS07460,WP_011727720.1,291,tRNA pseudouridine(38-40) synthase TruA
chromosome,NC_008596.1,1616339,1617031,-,,,MSMEG_RS07465,WP_003892915.1,230,cutinase family protein
chromosome,NC_008596.1,1617095,1617703,-,,,MSMEG_RS07470,WP_174519647.1,202,cutinase family protein
chromosome,NC_008596.1,1617806,1618477,-,,,MSMEG_RS07475,WP_165447246.1,223,cutinase family protein
chromosome,NC_008596.1,1618493,1619572,-,,,MSMEG_RS07480,WP_003892918.1,359,EamA family transporter
chromosome,NC_008596.1,1619643,1620203,+,,,MSMEG_RS07485,WP_003892919.1,186,CGNR zinc finger domain-containing protein
chromosome,NC_008596.1,1620225,1620545,-,,,MSMEG_RS07490,WP_011727722.1,106,antibiotic biosynthesis monooxygenase
chromosome,NC_008596.1,1620746,1622059,+,,eccB,MSMEG_RS07495,WP_234306386.1,437,type VII secretion protein EccB
chromosome,NC_008596.1,1622024,1623352,-,,mycP4,MSMEG_RS07500,WP_011727724.1,442,type VII secretion system ESX-4 serine protease mycosin MycP4
chromosome,NC_008596.1,1623349,1624659,-,,eccD,MSMEG_RS07505,WP_228096220.1,436,type VII secretion integral membrane protein EccD
chromosome,NC_008596.1,1624781,1628416,+,,,MSMEG_RS07510,WP_011727726.1,1211,type VII secretion protein EccC
chromosome,NC_008596.1,1628401,1629507,+,,,MSMEG_RS07515,WP_011727727.1,368,type VII secretion-associated protein
chromosome,NC_008596.1,1629580,1629891,+,,,MSMEG_RS07520,WP_003892926.1,103,WXG100 family type VII secretion target
chromosome,NC_008596.1,1629917,1630213,+,,,MSMEG_RS07525,WP_003892927.1,98,WXG100 family type VII secretion target
chromosome,NC_008596.1,1630283,1631665,-,,,MSMEG_RS07530,WP_011727728.1,460,DEAD/DEAH box helicase
chromosome,NC_008596.1,1631930,1633222,+,,,MSMEG_RS07535,WP_042510567.1,430,GAF domain-containing protein
chromosome,NC_008596.1,1633335,1634858,+,,,MSMEG_RS07540,WP_014877107.1,507,aldehyde dehydrogenase family protein
chromosome,NC_008596.1,1635013,1635411,+,,,MSMEG_RS07545,WP_011727730.1,132,heme-binding protein
chromosome,NC_008596.1,1635427,1636125,-,,,MSMEG_RS07550,WP_003892933.1,232,(2Fe-2S)-binding protein
chromosome,NC_008596.1,1636280,1636708,+,,,MSMEG_RS07555,WP_011727731.1,142,diol dehydratase small subunit
chromosome,NC_008596.1,1636718,1638430,+,,,MSMEG_RS07560,WP_003892935.1,570,propanediol/glycerol family dehydratase large subunit
chromosome,NC_008596.1,1638433,1639029,+,,,MSMEG_RS07565,WP_174519574.1,198,propanediol/glycerol family dehydratase medium subunit
chromosome,NC_008596.1,1640889,1641263,+,,,MSMEG_RS07575,WP_228025492.1,124,glycerol dehydratase reactivase beta/small subunit family protein
chromosome,NC_008596.1,1641497,1642909,+,,eat,MSMEG_RS07585,WP_011727732.1,470,ethanolamine permease
chromosome,NC_008596.1,1642906,1644321,+,,,MSMEG_RS07590,WP_003892941.1,471,ethanolamine ammonia-lyase subunit EutB
chromosome,NC_008596.1,1644318,1645094,+,,eutC,MSMEG_RS07595,WP_011727733.1,258,ethanolamine ammonia-lyase subunit EutC
chromosome,NC_008596.1,1646296,1646739,+,,rplM,MSMEG_RS07605,WP_003892944.1,147,50S ribosomal protein L13
chromosome,NC_008596.1,1646736,1647188,+,,rpsI,MSMEG_RS07610,WP_003892945.1,150,30S ribosomal protein S9
chromosome,NC_008596.1,1647536,1648012,+,,,MSMEG_RS07615,WP_003892946.1,158,hypothetical protein
chromosome,NC_008596.1,1648164,1649525,+,,glmM,MSMEG_RS07620,WP_003892947.1,453,phosphoglucosamine mutase
chromosome,NC_008596.1,1649573,1649881,+,,,MSMEG_RS07625,WP_011727735.1,102,ESX-1 secretion-associated protein
chromosome,NC_008596.1,1649882,1650271,+,,,MSMEG_RS33840,WP_014877113.1,129,hypothetical protein
chromosome,NC_008596.1,1650276,1651289,+,,,MSMEG_RS33650,WP_157837626.1,337,hypothetical protein
chromosome,NC_008596.1,1651286,1652176,-,,,MSMEG_RS07640,WP_011727736.1,296,LysR family transcriptional regulator
chromosome,NC_008596.1,1652248,1652964,+,,,MSMEG_RS07645,WP_014877115.1,238,SDR family oxidoreductase
chromosome,NC_008596.1,1652977,1654452,-,,,MSMEG_RS07650,WP_011727738.1,491,carotenoid oxygenase family protein
chromosome,NC_008596.1,1654695,1655318,+,,,MSMEG_RS07655,WP_011727739.1,207,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,1655346,1656386,-,,,MSMEG_RS07660,WP_014877116.1,346,LLM class F420-dependent oxidoreductase
chromosome,NC_008596.1,1656437,1657288,-,,,MSMEG_RS07665,WP_003892955.1,283,hypothetical protein
chromosome,NC_008596.1,1657467,1659353,+,,glmS,MSMEG_RS07670,WP_003892956.1,628,glutamine--fructose-6-phosphate transaminase (isomerizing)
chromosome,NC_008596.1,1659357,1660295,+,,,MSMEG_RS07675,WP_011727741.1,312,alpha/beta hydrolase
chromosome,NC_008596.1,1660346,1661290,-,,,MSMEG_RS07680,WP_014877118.1,314,DMT family transporter
chromosome,NC_008596.1,1661348,1662760,+,,,MSMEG_RS07685,WP_029104558.1,470,PLP-dependent aminotransferase family protein
chromosome,NC_008596.1,1662840,1664252,+,,,MSMEG_RS07690,WP_011727745.1,470,NAD(P)H-hydrate dehydratase
chromosome,NC_008596.1,1664273,1665652,+,,,MSMEG_RS07695,WP_011727746.1,459,glutamate decarboxylase
chromosome,NC_008596.1,1665708,1666877,+,,alr,MSMEG_RS07700,WP_011727747.1,389,alanine racemase
chromosome,NC_008596.1,1666874,1667959,+,,,MSMEG_RS07705,WP_014877121.1,361,alpha/beta hydrolase
chromosome,NC_008596.1,1667952,1668419,+,,tsaE,MSMEG_RS07710,WP_011727749.1,155,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
chromosome,NC_008596.1,1668416,1669060,+,,tsaB,MSMEG_RS07715,WP_011727750.1,214,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
chromosome,NC_008596.1,1669057,1669533,+,,rimI,MSMEG_RS07720,WP_011727751.1,158,ribosomal protein S18-alanine N-acetyltransferase
chromosome,NC_008596.1,1669530,1670552,+,,tsaD,MSMEG_RS07725,WP_011727752.1,340,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
chromosome,NC_008596.1,1670549,1670998,+,,,MSMEG_RS07730,WP_003892969.1,149,nuclear transport factor 2 family protein
chromosome,NC_008596.1,1671178,1671480,+,,groES,MSMEG_RS07735,WP_003892970.1,100,MULTISPECIES: co-chaperone GroES
chromosome,NC_008596.1,1671564,1673186,+,,groL,MSMEG_RS07740,WP_011727753.1,540,chaperonin GroEL
chromosome,NC_008596.1,1673709,1674266,+,,,MSMEG_RS07745,WP_228025491.1,185,cupin domain-containing protein
chromosome,NC_008596.1,1674284,1675405,-,,,MSMEG_RS07750,WP_014877125.1,373,serine hydrolase
chromosome,NC_008596.1,1675505,1675864,+,,,MSMEG_RS07755,WP_029104557.1,119,hypothetical protein
chromosome,NC_008596.1,1675840,1676820,-,,,MSMEG_RS07760,WP_011727758.1,326,alpha/beta hydrolase
chromosome,NC_008596.1,1676817,1677881,-,,,MSMEG_RS07765,WP_162139528.1,354,hypothetical protein
chromosome,NC_008596.1,1677871,1678182,+,,,MSMEG_RS07770,WP_011727760.1,103,hypothetical protein
chromosome,NC_008596.1,1678351,1679754,+,,,MSMEG_RS07775,WP_011727590.1,467,IS1380-like element ISMsm11 family transposase
chromosome,NC_008596.1,1680305,1681108,+,,,MSMEG_RS07780,WP_011727761.1,267,hypothetical protein
chromosome,NC_008596.1,1681151,1681948,+,,,MSMEG_RS07785,WP_011727762.1,265,enoyl-CoA hydratase
chromosome,NC_008596.1,1682146,1682877,-,,,MSMEG_RS07790,WP_003893000.1,243,SDR family oxidoreductase
chromosome,NC_008596.1,1682974,1683543,+,,,MSMEG_RS07795,WP_003893001.1,189,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,1683664,1683954,-,,,MSMEG_RS07800,WP_003893002.1,96,WhiB family transcriptional regulator
chromosome,NC_008596.1,1684388,1685194,+,,,MSMEG_RS07805,WP_011727764.1,268,hypothetical protein
chromosome,NC_008596.1,1685284,1685862,+,,,MSMEG_RS07810,WP_011727765.1,192,sigma-70 family RNA polymerase sigma factor
chromosome,NC_008596.1,1685855,1687054,+,,,MSMEG_RS07815,WP_003893005.1,399,anti-sigma-D factor RsdA
chromosome,NC_008596.1,1687085,1687495,-,,,MSMEG_RS07820,WP_003893006.1,136,DUF5319 domain-containing protein
chromosome,NC_008596.1,1687637,1689178,+,,guaB,MSMEG_RS07825,WP_011727766.1,513,IMP dehydrogenase
chromosome,NC_008596.1,1689207,1690334,+,,,MSMEG_RS07830,WP_011727767.1,375,GuaB3 family IMP dehydrogenase-related protein
chromosome,NC_008596.1,1690403,1692139,+,,,MSMEG_RS07835,WP_003893009.1,578,GMC family oxidoreductase
chromosome,NC_008596.1,1692222,1692881,+,,phoU,MSMEG_RS07840,WP_011727768.1,219,phosphate signaling complex protein PhoU
chromosome,NC_008596.1,1693036,1694649,+,,mdlC,MSMEG_RS07845,WP_011727769.1,537,benzoylformate decarboxylase
chromosome,NC_008596.1,1694678,1695097,+,,cch2,MSMEG_RS07850,WP_003893012.1,139,tautomerase CCH2
chromosome,NC_008596.1,1695107,1697467,-,,,MSMEG_RS07855,WP_003893013.1,786,glycoside hydrolase family 65 protein
chromosome,NC_008596.1,1697467,1698240,-,,,MSMEG_RS07860,WP_003893014.1,257,beta-phosphoglucomutase family hydrolase
chromosome,NC_008596.1,1698411,1699973,+,,guaA,MSMEG_RS07865,WP_003893015.1,520,glutamine-hydrolyzing GMP synthase
chromosome,NC_008596.1,1699984,1700661,+,,,MSMEG_RS07870,WP_011727771.1,225,TetR/AcrR family transcriptional regulator
chromosome,NC_008596.1,1700804,1701661,+,,,MSMEG_RS07875,WP_003893017.1,285,ABC transporter substrate-binding protein
chromosome,NC_008596.1,1701672,1702463,+,,,MSMEG_RS07880,WP_011727772.1,263,amino acid ABC transporter permease
chromosome,NC_008596.1,1702515,1703264,+,,,MSMEG_RS07885,WP_014877135.1,249,amino acid ABC transporter ATP-binding protein
chromosome,NC_008596.1,1703278,1704852,+,,,MSMEG_RS07890,WP_011727774.1,524,gamma-glutamyltransferase
chromosome,NC_008596.1,1704885,1705619,-,,,MSMEG_RS07895,WP_003893021.1,244,hypothetical protein
chromosome,NC_008596.1,1705616,1706848,-,,,MSMEG_RS07900,WP_014877136.1,410,zinc ribbon domain-containing protein
chromosome,NC_008596.1,1706845,1708497,-,,,MSMEG_RS07905,WP_011727775.1,550,S53 family peptidase
chromosome,NC_008596.1,1708535,1708825,-,,,MSMEG_RS07910,WP_003893024.1,96,hypothetical protein
chromosome,NC_008596.1,1709234,1709941,+,,,MSMEG_RS07915,WP_011727777.1,235,hypothetical protein
chromosome,NC_008596.1,1709944,1711521,+,,,MSMEG_RS07920,WP_011727778.1,525,DNA polymerase Y family protein
chromosome,NC_008596.1,1711512,1712564,-,,,MSMEG_RS07925,WP_011727779.1,350,nucleoside hydrolase
chromosome,NC_008596.1,1712618,1714654,-,,,MSMEG_RS07930,WP_011727780.1,678,SDR family oxidoreductase
chromosome,NC_008596.1,1714853,1715740,+,,,MSMEG_RS07935,WP_011727781.1,295,universal stress protein
chromosome,NC_008596.1,1715737,1717305,+,,,MSMEG_RS07940,WP_011727782.1,522,APC family permease
chromosome,NC_008596.1,1717307,1718182,-,,,MSMEG_RS07945,WP_014877141.1,291,helix-turn-helix transcriptional regulator
chromosome,NC_008596.1,1718346,1719197,+,,,MSMEG_RS07950,WP_011727784.1,283,SDR family NAD(P)-dependent oxidoreductase
chromosome,NC_008596.1,1719261,1720430,-,,,MSMEG_RS07955,WP_011727786.1,389,hypothetical protein
chromosome,NC_008596.1,1720546,1721337,-,,,MSMEG_RS07960,WP_011727787.1,263,glucose 1-dehydrogenase
chromosome,NC_008596.1,1721434,1722288,+,,,MSMEG_RS07965,WP_011727788.1,284,helix-turn-helix transcriptional regulator
chromosome,NC_008596.1,1722325,1725612,+,,,MSMEG_RS07970,WP_011727789.1,1095,error-prone DNA polymerase
chromosome,NC_008596.1,1725589,1726548,-,,,MSMEG_RS07975,WP_029104607.1,319,hypothetical protein
chromosome,NC_008596.1,1726761,1727360,+,,,MSMEG_RS07980,WP_003893041.1,199,forkhead-associated protein
chromosome,NC_008596.1,1727405,1728046,+,,,MSMEG_RS07985,WP_011727791.1,213,nitroreductase family protein
chromosome,NC_008596.1,1728064,1728528,-,,,MSMEG_RS07990,WP_011727792.1,154,tRNA (cytidine(34)-2\\'-O)-methyltransferase
chromosome,NC_008596.1,1728834,1731728,+,,,MSMEG_RS07995,WP_029104606.1,964,sensor histidine kinase
chromosome,NC_008596.1,1731725,1732132,+,,,MSMEG_RS08000,WP_003893045.1,135,roadblock/LC7 domain-containing protein
chromosome,NC_008596.1,1732149,1732514,+,,,MSMEG_RS08005,WP_003893046.1,121,DUF742 domain-containing protein
chromosome,NC_008596.1,1732495,1733076,+,,,MSMEG_RS08010,WP_003893047.1,193,ATP/GTP-binding protein
chromosome,NC_008596.1,1733082,1733657,+,,,MSMEG_RS08015,WP_003893048.1,191,pentapeptide repeat-containing protein
chromosome,NC_008596.1,1733760,1736459,-,,,MSMEG_RS08020,WP_003893049.1,899,FHA domain-containing protein
chromosome,NC_008596.1,1736597,1738318,+,,,MSMEG_RS08025,WP_228025489.1,573,PQQ-binding-like beta-propeller repeat protein
chromosome,NC_008596.1,1738323,1739228,-,,,MSMEG_RS08030,WP_011727795.1,301,hypothetical protein
chromosome,NC_008596.1,1739234,1740454,-,,,MSMEG_RS08035,WP_011727796.1,406,NADH:flavin oxidoreductase
chromosome,NC_008596.1,1740535,1741386,+,,,MSMEG_RS08040,WP_003893053.1,283,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
chromosome,NC_008596.1,1741293,1742453,-,,erm(38),MSMEG_RS08045,WP_011727797.1,386,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(38)
chromosome,NC_008596.1,1742683,1743300,+,,,MSMEG_RS08050,WP_011727798.1,205,TetR family transcriptional regulator
chromosome,NC_008596.1,1743297,1744841,+,,,MSMEG_RS08055,WP_011727799.1,514,FAD-dependent monooxygenase
chromosome,NC_008596.1,1744845,1745582,-,,,MSMEG_RS08060,WP_011727800.1,245,class I SAM-dependent methyltransferase
chromosome,NC_008596.1,1745579,1746721,-,,,MSMEG_RS08065,WP_011727801.1,380,homoserine O-acetyltransferase
chromosome,NC_008596.1,1746742,1748073,-,,,MSMEG_RS08070,WP_003893059.1,443,bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylase
chromosome,NC_008596.1,1748543,1750774,+,,,MSMEG_RS08075,WP_011727802.1,743,NADP-dependent isocitrate dehydrogenase
chromosome,NC_008596.1,1750851,1751690,-,,,MSMEG_RS08080,WP_011727803.1,279,alpha/beta hydrolase
chromosome,NC_008596.1,1751775,1752596,+,,,MSMEG_RS08085,WP_003893063.1,273,exodeoxyribonuclease III
chromosome,NC_008596.1,1752612,1753628,+,,trpS,MSMEG_RS08090,WP_011727804.1,338,tryptophan--tRNA ligase
chromosome,NC_008596.1,1753643,1754680,+,,yhjD,MSMEG_RS08095,WP_011727805.1,345,inner membrane protein YhjD
chromosome,NC_008596.1,1754723,1755040,-,,,MSMEG_RS08100,WP_011727806.1,105,multidrug efflux SMR transporter
chromosome,NC_008596.1,1755150,1756019,+,,,MSMEG_RS08105,WP_011727807.1,289,nitronate monooxygenase
chromosome,NC_008596.1,1756022,1757158,-,,,MSMEG_RS08110,WP_223496117.1,378,D-alanyl-D-alanine carboxypeptidase
chromosome,NC_008596.1,1757394,1758779,-,,,MSMEG_RS08115,WP_003893069.1,461,aspartate aminotransferase family protein
chromosome,NC_008596.1,1758776,1759294,-,,,MSMEG_RS08120,WP_014877152.1,172,Lrp/AsnC family transcriptional regulator
chromosome,NC_008596.1,1759428,1760915,+,,,MSMEG_RS08130,WP_014877153.1,495,gamma-aminobutyraldehyde dehydrogenase
chromosome,NC_008596.1,1761019,1761933,+,,,MSMEG_RS08135,WP_011727809.1,304,sigma-70 family RNA polymerase sigma factor
chromosome,NC_008596.1,1761990,1762454,+,,,MSMEG_RS08140,WP_228025488.1,154,PPOX class F420-dependent oxidoreductase
chromosome,NC_008596.1,1762408,1762995,-,,,MSMEG_RS08145,WP_029104603.1,195,carboxymuconolactone decarboxylase family protein
chromosome,NC_008596.1,1763124,1763909,-,,,MSMEG_RS08150,WP_003893076.1,261,MULTISPECIES: succinate dehydrogenase iron-sulfur subunit
chromosome,NC_008596.1,1763912,1765666,-,,sdhA,MSMEG_RS08155,WP_011727811.1,584,succinate dehydrogenase flavoprotein subunit
chromosome,NC_008596.1,1765677,1766147,-,,,MSMEG_RS08160,WP_003893078.1,156,succinate dehydrogenase hydrophobic membrane anchor subunit
chromosome,NC_008596.1,1766144,1766560,-,,sdhC,MSMEG_RS08165,WP_011727812.1,138,"succinate dehydrogenase, cytochrome b556 subunit"
chromosome,NC_008596.1,1766778,1767176,+,,,MSMEG_RS08170,WP_014877157.1,132,cytidine deaminase
chromosome,NC_008596.1,1767305,1768546,+,,,MSMEG_RS08175,WP_011727815.1,413,thymidine phosphorylase
chromosome,NC_008596.1,1768761,1769849,+,,,MSMEG_RS08180,WP_014877158.1,362,adenosine deaminase
chromosome,NC_008596.1,1769956,1770891,+,,,MSMEG_RS08185,WP_011727817.1,311,LysR family transcriptional regulator
chromosome,NC_008596.1,1770884,1772305,-,,,MSMEG_RS08190,WP_011727818.1,473,aspartate ammonia-lyase
chromosome,NC_008596.1,1772302,1773459,-,,,MSMEG_RS08195,WP_011727819.1,385,M20 family metallopeptidase
chromosome,NC_008596.1,1773456,1774130,-,,,MSMEG_RS08200,WP_011727820.1,224,DUF1028 domain-containing protein
chromosome,NC_008596.1,1774127,1774564,-,,,MSMEG_RS08205,WP_014877160.1,145,RidA family protein
chromosome,NC_008596.1,1774567,1775832,-,,,MSMEG_RS08210,WP_011727822.1,421,NAD(P)/FAD-dependent oxidoreductase
chromosome,NC_008596.1,1775984,1777435,-,,,MSMEG_RS08215,WP_011727823.1,483,cytosine permease
chromosome,NC_008596.1,1777578,1778873,-,,satS,MSMEG_RS08220,WP_011727824.1,431,protein export chaperone SatS
chromosome,NC_008596.1,1778947,1779114,-,,,MSMEG_RS33520,WP_011727825.1,55,hypothetical protein
chromosome,NC_008596.1,1779111,1780178,-,,,MSMEG_RS08225,WP_011727826.1,355,C40 family peptidase
chromosome,NC_008596.1,1780185,1780475,-,,,MSMEG_RS08230,WP_011727827.1,96,hypothetical protein
chromosome,NC_008596.1,1780527,1780937,-,,,MSMEG_RS08235,WP_011727828.1,136,cupin domain-containing protein
chromosome,NC_008596.1,1780950,1781672,-,,,MSMEG_RS08240,WP_011727829.1,240,SDR family oxidoreductase
chromosome,NC_008596.1,1781688,1782320,-,,,MSMEG_RS08245,WP_011727830.1,210,sigma-70 family RNA polymerase sigma factor
chromosome,NC_008596.1,1782369,1785050,-,,,MSMEG_RS08250,WP_042510625.1,893,helix-turn-helix transcriptional regulator
chromosome,NC_008596.1,1785177,1786091,+,,,MSMEG_RS08255,WP_011727832.1,304,RNA polymerase sigma-70 factor
chromosome,NC_008596.1,1786092,1787828,-,,,MSMEG_RS08260,WP_003893092.1,578,FAD-dependent oxidoreductase
chromosome,NC_008596.1,1787883,1788506,+,,upp,MSMEG_RS08265,WP_003893093.1,207,uracil phosphoribosyltransferase
chromosome,NC_008596.1,1788531,1790147,-,,,MSMEG_RS08270,WP_011727833.1,538,phospho-sugar mutase
chromosome,NC_008596.1,1790144,1790620,-,,,MSMEG_RS08275,WP_003893095.1,158,MarR family transcriptional regulator
chromosome,NC_008596.1,1790726,1791835,+,,,MSMEG_RS08280,WP_003893096.1,369,AbrB family transcriptional regulator
chromosome,NC_008596.1,1791793,1792557,-,,,MSMEG_RS08285,WP_003893097.1,254,hypothetical protein
chromosome,NC_008596.1,1792582,1793730,-,,,MSMEG_RS08290,WP_011727834.1,382,FAD-dependent monooxygenase
chromosome,NC_008596.1,1793829,1794374,+,,,MSMEG_RS08295,WP_011727835.1,181,TetR family transcriptional regulator
chromosome,NC_008596.1,1794381,1795175,-,,,MSMEG_RS08300,WP_011727836.1,264,purine-nucleoside phosphorylase
chromosome,NC_008596.1,1795223,1796407,+,,,MSMEG_RS08305,WP_011727837.1,394,M20 family metallopeptidase
chromosome,NC_008596.1,1796461,1797576,+,,,MSMEG_RS08310,WP_042510626.1,371,amidohydrolase
chromosome,NC_008596.1,1797928,1798974,+,,,MSMEG_RS08315,WP_223496119.1,348,sugar ABC transporter substrate-binding protein
chromosome,NC_008596.1,1798971,1800500,+,,,MSMEG_RS08320,WP_011727840.1,509,sugar ABC transporter ATP-binding protein
chromosome,NC_008596.1,1800501,1801760,+,,,MSMEG_RS08325,WP_011727841.1,419,sugar ABC transporter permease
chromosome,NC_008596.1,1801804,1802463,-,,,MSMEG_RS08330,WP_011727842.1,219,HAD family hydrolase
chromosome,NC_008596.1,1802474,1803478,-,,,MSMEG_RS08335,WP_003893107.1,334,LacI family DNA-binding transcriptional regulator
chromosome,NC_008596.1,1803499,1804524,-,,,MSMEG_RS08340,WP_011727843.1,341,ABC transporter permease
chromosome,NC_008596.1,1804521,1805591,-,,,MSMEG_RS08345,WP_014877168.1,356,ABC transporter permease
chromosome,NC_008596.1,1805591,1807117,-,,,MSMEG_RS08350,WP_223495455.1,508,sugar ABC transporter ATP-binding protein
chromosome,NC_008596.1,1807122,1808099,-,,,MSMEG_RS08355,WP_014877170.1,325,ABC transporter substrate-binding protein
chromosome,NC_008596.1,1808508,1810199,+,,araB,MSMEG_RS08360,WP_011727845.1,563,ribulokinase
chromosome,NC_008596.1,1810196,1810891,+,,,MSMEG_RS08365,WP_003893113.1,231,L-ribulose-5-phosphate 4-epimerase
chromosome,NC_008596.1,1810894,1812399,+,,araA,MSMEG_RS08370,WP_011727846.1,501,L-arabinose isomerase
chromosome,NC_008596.1,1813566,1814966,-,,,MSMEG_RS08380,WP_011727847.1,466,IS30-like element ISMsm8 family transposase
chromosome,NC_008596.1,1815879,1817104,+,,,MSMEG_RS08390,WP_085976171.1,408,MULTISPECIES: IS3 family transposase
chromosome,NC_008596.1,1817135,1817806,-,,,MSMEG_RS08395,WP_011727848.1,223,hypothetical protein
chromosome,NC_008596.1,1818071,1818370,+,,,MSMEG_RS08400,WP_223495458.1,99,hypothetical protein
chromosome,NC_008596.1,1818478,1818921,-,,,MSMEG_RS08405,WP_014877176.1,147,hypothetical protein
chromosome,NC_008596.1,1821176,1822437,+,,,MSMEG_RS08420,WP_085976164.1,420,IS3 family transposase
chromosome,NC_008596.1,1824488,1825807,-,,,MSMEG_RS08435,WP_011727856.1,439,MULTISPECIES: IS256 family transposase
chromosome,NC_008596.1,1826089,1826988,+,,,MSMEG_RS08440,WP_011727857.1,299,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
